Organism	Kingdom	Group	SubGroup	Size(Mb)	GC%	Genes	Proteins
Cryphonectria hypovirus 2	Viruses	dsRNA viruses	Hypoviridae	0.012507	49.3	2	2
Cryphonectria hypovirus 3	Viruses	dsRNA viruses	Hypoviridae	0.009799	45.9	1	1
Cryphonectria hypovirus 4	Viruses	dsRNA viruses	Hypoviridae	0.009149	56.9	1	1
Cryphonectria parasitica bipartite mycovirus 1	Viruses	dsRNA viruses	unclassified	0.003788	57.5793	3	3
Cryphonectria parasitica mitovirus 1-NB631	Viruses	ssRNA viruses	Narnaviridae	0.002728	36.6	1	1
Cryptophlebia leucotreta granulovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.110907	32.4	129	128
Ctenophore-associated circular genome 1	Viruses	Satellites	unclassified	0.00121	43.8	1	1
Ctenophore-associated circular genome 2	Viruses	Satellites	unclassified	0.00121	43.8	1	1
Ctenophore-associated circular genome 3	Viruses	Satellites	unclassified	0.001223	45.1	1	1
Ctenophore-associated circular genome 4	Viruses	Satellites	unclassified	0.00121	45.8	1	1
Ctenophore-associated circular virus 1	Viruses	ssDNA viruses	unclassified	0.001846	47.2	2	2
Ctenophore-associated circular virus 2	Viruses	ssDNA viruses	unclassified	0.001853	51.5	2	2
Ctenophore-associated circular virus 3	Viruses	ssDNA viruses	unclassified	0.001722	45.1	2	2
Ctenophore-associated circular virus 4	Viruses	ssDNA viruses	unclassified	0.001714	45.6	2	2
Cuban alphasatellite 1	Viruses	Satellites	unclassified	0.001292	46.4	2	2
Cucumber Bulgarian virus	Viruses	ssRNA viruses	Tombusviridae	0.004576	48.3	5	5
Cucumber fruit mottle mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006562	43.6	3	3
Cucumber green mottle mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006424	43.2	4	4
Cucumber leaf spot virus	Viruses	ssRNA viruses	Tombusviridae	0.004431	46.4	5	5
Cucumber mosaic virus	Viruses	ssRNA viruses	Bromoviridae	0.008623	46.4387	5	5
Cucumber mosaic virus satellite RNA	Viruses	Satellites	unclassified	0.000336	52.7	0	0
Cucumber mottle virus	Viruses	ssRNA viruses	Virgaviridae	0.006485	43.8	3	4
Cucumber necrosis virus	Viruses	ssRNA viruses	Tombusviridae	0.004701	48.9	5	5
Cucumber vein yellowing virus	Viruses	ssRNA viruses	Potyviridae	0.009751	41.4	2	2
Cucumis melo endornavirus	Viruses	dsRNA viruses	Endornaviridae	0.015078	37.2	1	1
Cucurbit aphid borne yellows virus associated RNA	Viruses	Other	Other	0.002934	50.1	2	2
Cucurbit aphid-borne yellows virus	Viruses	ssRNA viruses	Luteoviridae	0.005669	50.1	7	7
Cucurbit chlorotic yellows virus	Viruses	ssRNA viruses	Closteroviridae	0.016648	36.6823	11	11
Cucurbit leaf crumple virus	Viruses	ssDNA viruses	Geminiviridae	0.005232	44.0558	6	6
Cucurbit yellow stunting disorder virus	Viruses	ssRNA viruses	Closteroviridae	0.017099	36.947	12	12
Cucurbita yellow vein virus-associated DNA beta	Viruses	Satellites	unclassified	0.000667	39.9	0	0
Culex flavivirus	Viruses	ssRNA viruses	Flaviviridae	0.010837	53.0	2	2
Culex nigripalpus nucleopolyhedrovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.108252	50.9	109	109
Culex originated Tymoviridae-like virus	Viruses	ssRNA viruses	Tymoviridae	0.006471	54.0	2	2
Culex pipiens densovirus	Viruses	ssDNA viruses	Parvoviridae	0.005759	37.7	6	4
Culex tritaeniorhynchus rhabdovirus	Viruses	ssRNA viruses	Rhabdoviridae	0.01119	53.9	5	5
Cupixi mammarenavirus	Viruses	ssRNA viruses	Arenaviridae	0.010438	42.4088	4	4
Curionopolis virus	Viruses	ssRNA viruses	Rhabdoviridae	0.013169	41.5	8	8
Currant latent virus	Viruses	ssRNA viruses	Secoviridae	0.009895	41.499	2	2
Currant virus A	Viruses	ssRNA viruses	Betaflexiviridae	0.007925	39.6	2	2
Curvularia thermal tolerance virus	Viruses	dsRNA viruses	unclassified	0.004035	56.1164	4	4
Cutthroat trout virus	Viruses	ssRNA viruses	Hepeviridae	0.00731	49.4	3	3
Cyanophage 9515-10a	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.047055	39.2	56	55
Cyanophage KBS-P-1A	Viruses	dsDNA viruses - no RNA stage	unclassified	0.04573	47.4	58	57
Cyanophage KBS-S-2A	Viruses	dsDNA viruses - no RNA stage	unclassified	0.040658	49.1	64	64
Cyanophage MED4-117	Viruses	dsDNA viruses - no RNA stage	unclassified	0.038834	37.2	63	63
Cyanophage NATL1A-7	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.047741	38.7	69	65
Cyanophage NATL2A-133	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.047536	39.9	66	62
Cyanophage P-RSM1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.177211	40.2	215	212
Cyanophage P-RSM6	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.192497	39.3	224	221
Cyanophage P-SSP2	Viruses	dsDNA viruses - no RNA stage	unclassified	0.04589	37.9	59	56
Cyanophage P-TIM40	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.188632	40.7	236	235
Cyanophage PP	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.04248	46.4	41	41
Cyanophage PSS2	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.10753	52.3	131	131
Cyanophage S-TIM5	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16144	40.5	190	180
Cyanophage SS120-1	Viruses	dsDNA viruses - no RNA stage	unclassified	0.046997	40.5	53	52
Cyanophage Syn30	Viruses	dsDNA viruses - no RNA stage	unclassified	0.178807	39.9	216	209
Cyanoramphus nest associated circular K DNA virus	Viruses	ssDNA viruses	unclassified	0.002087	51.9	2	2
Cyanoramphus nest associated circular X DNA virus	Viruses	ssDNA viruses	unclassified	0.002308	49.6	2	2
Cycad leaf necrosis virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.009205	45.1	3	3
Cycas necrotic stunt virus	Viruses	ssRNA viruses	Secoviridae	0.012138	44.8616	2	2
Cyclovirus NGchicken15/NGA/2009	Viruses	ssDNA viruses	Circoviridae	0.00176	44.5	2	2
Cyclovirus PKgoat11/PAK/2009	Viruses	ssDNA viruses	Circoviridae	0.001751	43.7	2	2
Cyclovirus PKgoat21/PAK/2009	Viruses	ssDNA viruses	Circoviridae	0.001838	45.3	2	2
Cyclovirus TsCyV-1_JP-NUBS-2014	Viruses	ssDNA viruses	Circoviridae	0.001789	45.5	2	2
Cyclovirus VN	Viruses	ssDNA viruses	Circoviridae	0.001855	46.3	2	2
Cyclovirus ZM36a	Viruses	ssDNA viruses	Circoviridae	0.001865	46.7	2	2
Cyclovirus bat/USA/2009	Viruses	ssDNA viruses	Circoviridae	0.001703	41.5	2	2
Cydia pomonella granulovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.1235	45.3	143	143
Cymbidium chlorotic mosaic virus	Viruses	ssRNA viruses	unclassified	0.004083	48.9	4	4
Cymbidium mosaic virus	Viruses	ssRNA viruses	Alphaflexiviridae	0.006227	48.9	5	5
Cymbidium ringspot virus	Viruses	ssRNA viruses	Tombusviridae	0.004733	50.0	5	5
Cymbidium ringspot virus satellite RNA	Viruses	Satellites	unclassified	0.000618	46.3	1	1
Cypovirus 1	Viruses	dsRNA viruses	Reoviridae	0.024732	43.2247	10	10
Cypovirus 14	Viruses	dsRNA viruses	Reoviridae	0.025325	40.2924	11	11
Cypovirus 2	Viruses	dsRNA viruses	Reoviridae	0.024041	0	0	0
Cypovirus 5	Viruses	dsRNA viruses	Reoviridae	0.024818	36.4209	10	10
Cyprinid herpesvirus 1	Viruses	dsDNA viruses - no RNA stage	Alloherpesviridae	0.291144	51.3	143	143
Cyprinid herpesvirus 2	Viruses	dsDNA viruses - no RNA stage	Alloherpesviridae	0.290304	51.7	154	154
Cyprinid herpesvirus 3	Viruses	dsDNA viruses - no RNA stage	Alloherpesviridae	0.295146	59.2	163	163
Cyrtanthus elatus virus A	Viruses	ssRNA viruses	Potyviridae	0.009908	41.8	1	1
Daeseongdong virus 1	Viruses	unclassified viruses	unclassified	0.009632	46.8	3	3
Daeseongdong virus 2	Viruses	unclassified viruses	unclassified	0.004742	51.9	2	2
Dahlia mosaic virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007916	37.7	8	8
Dalechampia chlorotic mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005214	43.8038	7	7
Danaus plexippus plexippus iteravirus	Viruses	ssDNA viruses	Parvoviridae	0.005006	40.5	3	3
Daphne mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.009548	44.4	2	2
Daphne virus S	Viruses	ssRNA viruses	Betaflexiviridae	0.008739	45.1	6	6
Dasheen mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.010038	42.9	2	2
Datura leaf distortion virus	Viruses	ssDNA viruses	Geminiviridae	0.005163	43.4632	7	7
Datura yellow vein virus	Viruses	ssRNA viruses	Rhabdoviridae	0.013188	44.0	6	6
Decapod hepandensovirus 1	Viruses	ssDNA viruses	Parvoviridae	0.006321	0	0	0
Decapod penstyldensovirus 1	Viruses	ssDNA viruses	Parvoviridae	0.003909	43.0	3	3
Deep-sea thermophilic phage D6E	Viruses	dsDNA viruses - no RNA stage	unclassified	0.049335	46.0	49	49
Deerpox virus W-1170-84	Viruses	dsDNA viruses - no RNA stage	Poxviridae	0.17056	27.0	170	170
Deerpox virus W-848-83	Viruses	dsDNA viruses - no RNA stage	Poxviridae	0.166259	26.2	169	169
Deformed wing virus	Viruses	ssRNA viruses	Iflaviridae	0.01014	38.5	1	1
Deftia phage phiW-14	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.157486	56.3	238	236
Delftia phage IME-DE1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.038084	60.4	48	48
Delftia phage RG-2014	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.07399	59.9	89	89
Delisea pulchra RNA virus	Viruses	ssRNA viruses	unclassified	0.009581	40.3	2	2
Deltapapillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.008095	47.7	15	15
Deltapapillomavirus 2	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.008374	47.5	9	9
Deltapapillomavirus 3	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007761	45.7	5	5
Deltapapillomavirus 4	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007945	45.3	8	8
Dendrolimus punctatus cypovirus 22	Viruses	dsRNA viruses	Reoviridae	0.032753	39.9411	16	16
Dendrolimus punctatus densovirus	Viruses	ssDNA viruses	Parvoviridae	0.005039	37.6	3	3
Dendrolimus punctatus tetravirus	Viruses	ssRNA viruses	Alphatetraviridae	0.007982	56.7945	3	3
Dengue virus	Viruses	ssRNA viruses	Flaviviridae	0.010723	0	0	0
Desmodium leaf distortion virus	Viruses	ssDNA viruses	Geminiviridae	0.005083	45.556	6	6
Desmodus rotundus endogenous retrovirus	Viruses	Retro-transcribing viruses	Retroviridae	0.010485	50.7	4	2
Desmodus rotundus polyomavirus 1	Viruses	dsDNA viruses - no RNA stage	Polyomaviridae	0.005201	43.3	5	5
Diadromus pulchellus ascovirus 4a	Viruses	dsDNA viruses - no RNA stage	Ascoviridae	0.119343	49.7	119	119
Diaporthe ambigua RNA virus 1	Viruses	ssRNA viruses	unclassified	0.004113	53.3	2	2
Diascia yellow mottle virus	Viruses	ssRNA viruses	Tymoviridae	0.00629	57.2	3	3
Diatraea saccharalis densovirus	Viruses	ssDNA viruses	Parvoviridae	0.005941	35.5	7	7
Diatraea saccharalis granulovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.098392	34.9	125	125
Dickeya phage Limestone	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.152427	49.3	202	201
Dickeya phage RC-2014	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.155346	49.6	197	196
Dicliptera yellow mottle virus	Viruses	ssDNA viruses	Geminiviridae	0.005204	39.8541	6	6
Digitaria ciliaris striate mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.002816	52.8	4	4
Digitaria didactyla striate mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.002762	48.4	4	4
Digitaria streak virus	Viruses	ssDNA viruses	Geminiviridae	0.002701	49.7	4	4
Dill cryptic virus 1	Viruses	dsRNA viruses	Partitiviridae	0.00385	45.8903	2	2
Dill cryptic virus 2	Viruses	dsRNA viruses	Partitiviridae	0.004784	41.7793	2	2
Dinocampus coccinellae paralysis virus	Viruses	ssRNA viruses	Iflaviridae	0.010192	35.1	1	1
Dinoroseobacter phage DFL12phi1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.075028	49.3	86	86
Dioscorea bacilliform virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007261	43.1	3	3
Diplodia scrobiculata RNA virus 1	Viruses	dsRNA viruses	unclassified	0.005018	58.6	2	2
Dipteran brevidensovirus 1	Viruses	ssDNA viruses	Parvoviridae	0.003776	0	0	0
Dipteran brevidensovirus 2	Viruses	ssDNA viruses	Parvoviridae	0.004176	0	0	0
Discula destructiva virus 1	Viruses	dsRNA viruses	Partitiviridae	0.004861	48.69	2	2
Discula destructiva virus 2	Viruses	dsRNA viruses	Partitiviridae	0.003392	48.9747	2	2
Diuris virus A	Viruses	ssRNA viruses	Betaflexiviridae	0.006956	36.9	2	2
Diuris virus B	Viruses	ssRNA viruses	Betaflexiviridae	0.007001	37.3	2	2
Dobrava-Belgrade virus	Viruses	ssRNA viruses	Bunyaviridae	0.01184	39.2026	3	3
Dolichos yellow mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005494	44.5503	8	8
Dolphin morbillivirus	Viruses	ssRNA viruses	Paramyxoviridae	0.015702	42.6	6	7
Dolphin polyomavirus 1	Viruses	dsDNA viruses - no RNA stage	Polyomaviridae	0.005159	36.4	5	5
Dolphin rhabdovirus	Viruses	ssRNA viruses	Rhabdoviridae	0.011141	38.6	5	5
Donggang virus	Viruses	ssRNA viruses	Flaviviridae	0.010791	48.3	1	1
Donkey orchid symptomless virus	Viruses	ssRNA viruses	unclassified	0.007838	54.9	6	6
Donkey orchid virus A	Viruses	ssRNA viruses	Potyviridae	0.009868	40.7	1	1
Dracaena mottle virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007531	48.8	7	7
Dragonfly circularisvirus	Viruses	ssDNA viruses	unclassified	0.002067	37.7	2	2
Dragonfly cyclicusvirus	Viruses	ssDNA viruses	unclassified	0.001831	42.1	2	2
Dragonfly cyclovirus 1	Viruses	ssDNA viruses	Circoviridae	0.001741	41.8	2	2
Dragonfly cyclovirus 2	Viruses	ssDNA viruses	Circoviridae	0.001896	44.5	2	2
Dragonfly cyclovirus 3	Viruses	ssDNA viruses	Circoviridae	0.001711	46.2	2	3
Dragonfly cyclovirus 4	Viruses	ssDNA viruses	Circoviridae	0.00174	43.0	2	2
Dragonfly cyclovirus 5	Viruses	ssDNA viruses	Circoviridae	0.001784	44.6	2	2
Dragonfly larvae associated circular virus-1	Viruses	ssDNA viruses	unclassified	0.002668	42.5	2	2
Dragonfly larvae associated circular virus-10	Viruses	ssDNA viruses	unclassified	0.002259	44.6	2	2
Dragonfly larvae associated circular virus-2	Viruses	ssDNA viruses	unclassified	0.002398	41.7	2	2
Dragonfly larvae associated circular virus-3	Viruses	ssDNA viruses	unclassified	0.002249	50.5	2	2
Dragonfly larvae associated circular virus-4	Viruses	ssDNA viruses	unclassified	0.002121	39.7	2	2
Dragonfly larvae associated circular virus-5	Viruses	ssDNA viruses	unclassified	0.00196	53.8	2	2
Dragonfly larvae associated circular virus-6	Viruses	ssDNA viruses	unclassified	0.0017	48.5	2	2
Dragonfly larvae associated circular virus-7	Viruses	ssDNA viruses	unclassified	0.002253	55.4	2	2
Dragonfly larvae associated circular virus-8	Viruses	ssDNA viruses	unclassified	0.001628	55.0	2	2
Dragonfly larvae associated circular virus-9	Viruses	ssDNA viruses	unclassified	0.001722	37.5	2	2
Dragonfly orbiculatusvirus	Viruses	ssDNA viruses	unclassified	0.001915	38.1	2	2
Dragonfly-associated alphasatellite	Viruses	Satellites	unclassified	0.001479	49.6	1	1
Dragonfly-associated circular virus 1	Viruses	ssDNA viruses	unclassified	0.002225	51.1	4	4
Dragonfly-associated circular virus 2	Viruses	ssDNA viruses	unclassified	0.002236	53.0	4	4
Dragonfly-associated circular virus 3	Viruses	ssDNA viruses	unclassified	0.002208	49.3	4	4
Dragonfly-associated mastrevirus	Viruses	ssDNA viruses	Geminiviridae	0.00265	48.2	4	4
Dragonfly-associated microphage 1	Viruses	ssDNA viruses	unclassified	0.004472	58.6	5	5
Dromedary astrovirus	Viruses	ssRNA viruses	Astroviridae	0.006327	46.4	4	4
Dromedary stool-associated circular ssDNA virus	Viruses	ssDNA viruses	Circoviridae	0.002948	43.2	3	3
Drosophila A virus	Viruses	ssRNA viruses	unclassified	0.004806	47.6	2	2
Drosophila C virus	Viruses	ssRNA viruses	Dicistroviridae	0.009264	36.6	2	2
Drosophila immigrans Nora virus	Viruses	ssRNA viruses	unclassified	0.012265	38.9	4	4
Drosophila melanogaster sigmavirus AP30	Viruses	ssRNA viruses	Rhabdoviridae	0.01239	45.1	16	6
Drosophila melanogaster totivirus SW-2009a	Viruses	dsRNA viruses	Totiviridae	0.00678	42.3	2	2
Drosophila obscura sigmavirus	Viruses	ssRNA viruses	Rhabdoviridae	0.012676	0	0	0
Drosophila subobscura Nora virus	Viruses	ssRNA viruses	unclassified	0.012276	36.4	4	4
Drosophila x virus	Viruses	dsRNA viruses	Birnaviridae	0.006603	45.8721	2	2
Duck adenovirus 2	Viruses	dsDNA viruses - no RNA stage	Adenoviridae	0.043734	46.1	36	36
Duck adenovirus A	Viruses	dsDNA viruses - no RNA stage	Adenoviridae	0.033213	43.0	30	31
Duck astrovirus GII.A	Viruses	ssRNA viruses	Astroviridae	0.007722	0	0	0
Duck circovirus	Viruses	ssDNA viruses	Circoviridae	0.001991	50.9	4	4
Duck hepatitis A virus	Viruses	ssRNA viruses	Picornaviridae	0.007711	0	0	0
Duck hepatitis B virus	Viruses	Retro-transcribing viruses	Hepadnaviridae	0.003027	43.3	7	7
Duck megrivirus	Viruses	ssRNA viruses	Picornaviridae	0.0097	45.3	1	1
Duck picornavirus GL/12	Viruses	ssRNA viruses	Picornaviridae	0.008976	43.2	1	1
Dugbe virus	Viruses	ssRNA viruses	Bunyaviridae	0.018859	40.1742	3	3
Dulcamara mottle virus	Viruses	ssRNA viruses	Tymoviridae	0.006181	49.3	3	3
Dunaliella viridis virus SI2	Viruses	dsDNA viruses - no RNA stage	unclassified	0.037328	62.7	51	51
Duvenhage virus	Viruses	ssRNA viruses	Rhabdoviridae	0.011976	44.2	5	5
Dyoomikronpapillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007596	0	0	0
Dyozetapapillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.00702	0	0	0
East African cassava mosaic Cameroon virus	Viruses	ssDNA viruses	Geminiviridae	0.005543	44.5561	8	8
East African cassava mosaic Kenya virus	Viruses	ssDNA viruses	Geminiviridae	0.005573	44.5075	8	8
East African cassava mosaic Malawi virus	Viruses	ssDNA viruses	Geminiviridae	0.005558	44.2054	7	7
East African cassava mosaic Zanzibar virus	Viruses	ssDNA viruses	Geminiviridae	0.005548	44.1056	8	8
East African cassava mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005576	44.5545	9	9
East Asian Passiflora virus	Viruses	ssRNA viruses	Potyviridae	0.010046	41.8	2	2
Eastern equine encephalitis virus	Viruses	ssRNA viruses	Togaviridae	0.011675	48.7	4	4
Eclipta yellow vein virus	Viruses	ssDNA viruses	Geminiviridae	0.00274	44.2	6	6
Ectocarpus siliculosus virus 1	Viruses	dsDNA viruses - no RNA stage	Phycodnaviridae	0.335593	51.7	240	240
Ectromelia virus	Viruses	dsDNA viruses - no RNA stage	Poxviridae	0.209771	33.2	173	173
Ectropis obliqua nucleopolyhedrovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.131204	37.6	126	126
Ectropis obliqua picorna-like virus	Viruses	ssRNA viruses	Iflaviridae	0.009394	44.5	1	1
Edwardsiella phage GF-2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.043129	51.3	82	82
Edwardsiella phage KF-1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.041549	48.3	48	48
Edwardsiella phage MSW-3	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.042746	53.1	66	66
Edwardsiella phage PEi2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.043378	0	0	0
Edwardsiella phage PEi20	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.177643	40.6	305	301
Edwardsiella phage eiAU	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.043017	0	0	0
Eel River basin pequenovirus	Viruses	ssDNA viruses	Microviridae	0.006083	30.7	9	9
Eel picornavirus 1	Viruses	ssRNA viruses	Picornaviridae	0.007539	43.6	1	1
Eggplant mosaic virus	Viruses	ssRNA viruses	Tymoviridae	0.006331	54.1	3	3
Eggplant mottled crinkle virus	Viruses	ssRNA viruses	Tombusviridae	0.004767	49.1	5	5
Eggplant mottled dwarf virus	Viruses	ssRNA viruses	Rhabdoviridae	0.0131	43.4	7	7
Eidolon helvum (bat) parvovirus	Viruses	ssDNA viruses	Parvoviridae	0.005065	53.1	4	4
Eidolon polyomavirus 1	Viruses	dsDNA viruses - no RNA stage	Polyomaviridae	0.005294	42.6	5	5
Eilat virus	Viruses	ssRNA viruses	Togaviridae	0.011634	53.5	3	3
Eimeria brunetti RNA virus 1	Viruses	dsRNA viruses	Totiviridae	0.005358	56.1	2	2
Eimeria tenella RNA virus 1	Viruses	dsRNA viruses	Totiviridae	0.006006	61.1	2	2
Elderberry carlavirus A	Viruses	ssRNA viruses	Betaflexiviridae	0.008628	45.1	6	6
Elderberry carlavirus B	Viruses	ssRNA viruses	Betaflexiviridae	0.008607	45.3	6	6
Elderberry carlavirus C	Viruses	ssRNA viruses	Betaflexiviridae	0.008613	49.4	6	6
Elderberry carlavirus D	Viruses	ssRNA viruses	Betaflexiviridae	0.008612	49.0	6	6
Elderberry carlavirus E	Viruses	ssRNA viruses	Betaflexiviridae	0.00854	49.8	6	6
Elderberry latent virus	Viruses	ssRNA viruses	Tombusviridae	0.003892	52.1	5	5
Elephant endotheliotropic herpesvirus 4	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.205896	55.3	120	120
Elephant endotheliotropic herpesvirus 5	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.1808	41.5	115	115
Elephantid herpesvirus 1	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.180421	42.3	113	113
Elm mottle virus	Viruses	ssRNA viruses	Bromoviridae	0.00862	44.4028	5	5
Emilia yellow vein virus-[Fz1]	Viruses	ssDNA viruses	Geminiviridae	0.002725	39.7	6	6
Emilia yellow vein virus-associated DNA beta	Viruses	Satellites	unclassified	0.001337	37.2	1	1
Emiliania huxleyi virus 86	Viruses	dsDNA viruses - no RNA stage	Phycodnaviridae	0.407339	40.2	478	472
Encephalomyocarditis virus	Viruses	ssRNA viruses	Picornaviridae	0.007835	49.5	2	2
Endosymbiont phage APSE-1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.036524	43.9	54	54
Enhydra lutris papillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.008194	42.8	7	7
Entebbe bat virus	Viruses	ssRNA viruses	Flaviviridae	0.01051	50.5	1	1
Enterobacter phage E-2	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.036051	50.6	41	41
Enterobacter phage E-3	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.031522	50.8	36	36
Enterobacter phage EcP1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.05908	36.9	80	77
Enterobacter phage Enc34	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.060364	51.1	80	80
Enterobacter phage IME11	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.07257	43.1	91	91
Enterobacter phage PG7	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.173276	39.8	314	294
Enterobacter phage phiEap-1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039133	51.7	42	42
Enterobacter phage phiEap-2	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.040491	52.0	63	63
Enterobacteria phage 13a	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.038841	48.4	55	55
Enterobacteria phage 186	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.030624	53.1	42	46
Enterobacteria phage 285P	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.03927	48.7	47	47
Enterobacteria phage 4MG	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.148567	46.3	292	271
Enterobacteria phage 933W sensu lato	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.060942	0	0	0
Enterobacteria phage 9g	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.056702	43.9	71	71
Enterobacteria phage AR1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.167435	35.3	291	281
Enterobacteria phage BA14	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039816	48.8	52	52
Enterobacteria phage BP-4795	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.05793	50.6	85	85
Enterobacteria phage BZ13	Viruses	ssRNA viruses	Leviviridae	0.003466	47.9	4	4
Enterobacteria phage Bp4	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.072583	42.9	96	94
Enterobacteria phage Bp7	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.168066	39.5	264	263
Enterobacteria phage C-1 INW-2012	Viruses	ssRNA viruses	Leviviridae	0.003523	48.4	4	4
Enterobacteria phage CAjan	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.05967	44.7	91	91
Enterobacteria phage CC31	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16554	39.9	287	279
Enterobacteria phage DT57C	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.108065	39.7	154	133
Enterobacteria phage EK99P-1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.044332	54.5	62	62
Enterobacteria phage ES18	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.0469	48.6	79	79
Enterobacteria phage EcoDS1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039252	49.9	53	53
Enterobacteria phage FI	Viruses	ssRNA viruses	Leviviridae	0.004184	51.2	4	4
Enterobacteria phage FI sensu lato	Viruses	ssRNA viruses	Leviviridae	0.004276	50.3	4	4
Enterobacteria phage G4 sensu lato	Viruses	ssDNA viruses	Microviridae	0.005577	45.7	13	11
Enterobacteria phage GEC-3S	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.163424	40.5	277	277
Enterobacteria phage HK022	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040751	49.5	57	57
Enterobacteria phage HK106	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041468	49.3	65	65
Enterobacteria phage HK140	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04071	49.9	71	71
Enterobacteria phage HK225	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.045366	52.0	69	69
Enterobacteria phage HK446	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.039026	50.1	60	60
Enterobacteria phage HK542	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.038964	50.9	56	57
